Year,State,2013 Urbanization,2013 Urbanization Code,Deaths,Population,Age Adjusted Rate,aar_unreliable,urb_code
2004.0,Connecticut,Large Fringe Metro,2.0,29.0,308156.0,9.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Connecticut,Medium Metro,3.0,206.0,2124888.0,9.8,0,"[3.0, 'Medium Metro']"
2004.0,Connecticut,Micropolitan (non-metro),5.0,20.0,188601.0,10.3,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Delaware,Large Fringe Metro,2.0,45.0,518944.0,8.6,0,"[2.0, 'Large Fringe Metro']"
2004.0,Delaware,Medium Metro,3.0,12.0,172517.0,7.9,1,"[3.0, 'Medium Metro']"
2004.0,District of Columbia,Large Central Metro,1.0,87.0,567754.0,15.5,0,"[1.0, 'Large Central Metro']"
2004.0,Florida,Large Central Metro,1.0,663.0,6226965.0,10.4,0,"[1.0, 'Large Central Metro']"
2004.0,Florida,Large Fringe Metro,2.0,700.0,4798117.0,14.9,0,"[2.0, 'Large Fringe Metro']"
2004.0,Florida,Medium Metro,3.0,684.0,4744249.0,15.4,0,"[3.0, 'Medium Metro']"
2004.0,Florida,Small Metro,4.0,125.0,974414.0,14.5,0,"[4.0, 'Small Metro']"
2004.0,Florida,Micropolitan (non-metro),5.0,54.0,347452.0,16.1,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Florida,NonCore (non-metro),6.0,38.0,324121.0,12.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Georgia,Large Central Metro,1.0,71.0,809481.0,8.1,0,"[1.0, 'Large Central Metro']"
2004.0,Georgia,Large Fringe Metro,2.0,276.0,3850093.0,7.0,0,"[2.0, 'Large Fringe Metro']"
2004.0,Georgia,Medium Metro,3.0,79.0,1037288.0,7.8,0,"[3.0, 'Medium Metro']"
2004.0,Georgia,Small Metro,4.0,115.0,1402179.0,8.3,0,"[4.0, 'Small Metro']"
2004.0,Georgia,Micropolitan (non-metro),5.0,69.0,917739.0,8.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Georgia,NonCore (non-metro),6.0,56.0,752472.0,7.7,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Hawaii,Medium Metro,3.0,78.0,907997.0,8.6,0,"[3.0, 'Medium Metro']"
2004.0,Hawaii,Micropolitan (non-metro),5.0,19.0,224947.0,7.7,1,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Idaho,Medium Metro,3.0,39.0,525975.0,7.8,0,"[3.0, 'Medium Metro']"
2004.0,Idaho,Small Metro,4.0,32.0,360761.0,8.9,0,"[4.0, 'Small Metro']"
2004.0,Idaho,Micropolitan (non-metro),5.0,18.0,371390.0,5.8,1,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Illinois,Large Central Metro,1.0,501.0,5252021.0,9.6,0,"[1.0, 'Large Central Metro']"
2004.0,Illinois,Large Fringe Metro,2.0,270.0,3848807.0,7.0,0,"[2.0, 'Large Fringe Metro']"
2004.0,Illinois,Medium Metro,3.0,70.0,914787.0,7.9,0,"[3.0, 'Medium Metro']"
2004.0,Illinois,Small Metro,4.0,81.0,1032415.0,8.1,0,"[4.0, 'Small Metro']"
2004.0,Illinois,Micropolitan (non-metro),5.0,70.0,909117.0,8.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Illinois,NonCore (non-metro),6.0,43.0,632626.0,7.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Indiana,Large Central Metro,1.0,92.0,870378.0,10.4,0,"[1.0, 'Large Central Metro']"
2004.0,Indiana,Large Fringe Metro,2.0,127.0,1888629.0,6.8,0,"[2.0, 'Large Fringe Metro']"
2004.0,Indiana,Medium Metro,3.0,78.0,922072.0,8.6,0,"[3.0, 'Medium Metro']"
2004.0,Indiana,Small Metro,4.0,106.0,1077887.0,10.0,0,"[4.0, 'Small Metro']"
2004.0,Indiana,Micropolitan (non-metro),5.0,97.0,1007937.0,10.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Indiana,NonCore (non-metro),6.0,42.0,466104.0,9.6,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Iowa,Medium Metro,3.0,60.0,1034399.0,5.8,0,"[3.0, 'Medium Metro']"
2004.0,Iowa,Small Metro,4.0,22.0,603016.0,3.9,0,"[4.0, 'Small Metro']"
2004.0,Iowa,Micropolitan (non-metro),5.0,22.0,500104.0,4.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Iowa,NonCore (non-metro),6.0,18.0,816116.0,2.2,1,"[6.0, 'NonCore (non-metro)']"
2004.0,Kansas,Large Fringe Metro,2.0,58.0,761631.0,7.6,0,"[2.0, 'Large Fringe Metro']"
2004.0,Kansas,Medium Metro,3.0,70.0,593004.0,12.2,0,"[3.0, 'Medium Metro']"
2004.0,Kansas,Small Metro,4.0,41.0,423405.0,10.6,0,"[4.0, 'Small Metro']"
2004.0,Kansas,Micropolitan (non-metro),5.0,29.0,542367.0,5.7,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Kansas,NonCore (non-metro),6.0,26.0,413966.0,7.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Kentucky,Large Central Metro,1.0,74.0,706828.0,10.3,0,"[1.0, 'Large Central Metro']"
2004.0,Kentucky,Large Fringe Metro,2.0,61.0,592295.0,10.2,0,"[2.0, 'Large Fringe Metro']"
2004.0,Kentucky,Medium Metro,3.0,85.0,646850.0,13.0,0,"[3.0, 'Medium Metro']"
2004.0,Kentucky,Small Metro,4.0,29.0,392273.0,7.6,0,"[4.0, 'Small Metro']"
2004.0,Kentucky,Micropolitan (non-metro),5.0,104.0,805768.0,13.2,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Kentucky,NonCore (non-metro),6.0,173.0,1002087.0,18.0,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Louisiana,Large Central Metro,1.0,23.0,493765.0,4.8,0,"[1.0, 'Large Central Metro']"
2004.0,Louisiana,Large Fringe Metro,2.0,190.0,883934.0,21.7,0,"[2.0, 'Large Fringe Metro']"
2004.0,Louisiana,Medium Metro,3.0,158.0,1587487.0,10.1,0,"[3.0, 'Medium Metro']"
2004.0,Louisiana,Small Metro,4.0,93.0,819084.0,11.8,0,"[4.0, 'Small Metro']"
2004.0,Louisiana,Micropolitan (non-metro),5.0,38.0,400397.0,10.2,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Louisiana,NonCore (non-metro),6.0,37.0,367571.0,10.6,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Maine,Medium Metro,3.0,53.0,508428.0,10.8,0,"[3.0, 'Medium Metro']"
2004.0,Maine,Small Metro,4.0,22.0,255681.0,8.5,0,"[4.0, 'Small Metro']"
2004.0,Maine,Micropolitan (non-metro),5.0,24.0,120303.0,20.1,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Maine,NonCore (non-metro),6.0,41.0,429276.0,10.0,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Maryland,Large Central Metro,1.0,234.0,624222.0,38.3,0,"[1.0, 'Large Central Metro']"
2004.0,Maryland,Large Fringe Metro,2.0,384.0,4300779.0,8.6,0,"[2.0, 'Large Fringe Metro']"
2004.0,Maryland,Medium Metro,3.0,33.0,305434.0,10.9,0,"[3.0, 'Medium Metro']"
2004.0,Maryland,Small Metro,4.0,18.0,169308.0,10.8,1,"[4.0, 'Small Metro']"
2004.0,Massachusetts,Large Central Metro,1.0,108.0,691272.0,16.0,0,"[1.0, 'Large Central Metro']"
2004.0,Massachusetts,Large Fringe Metro,2.0,401.0,3872643.0,10.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Massachusetts,Medium Metro,3.0,111.0,1393715.0,8.0,0,"[3.0, 'Medium Metro']"
2004.0,Massachusetts,Small Metro,4.0,45.0,357340.0,14.0,0,"[4.0, 'Small Metro']"
2004.0,Michigan,Large Central Metro,1.0,238.0,2573384.0,9.4,0,"[1.0, 'Large Central Metro']"
2004.0,Michigan,Large Fringe Metro,2.0,235.0,2837592.0,8.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Michigan,Medium Metro,3.0,127.0,1615716.0,7.9,0,"[3.0, 'Medium Metro']"
2004.0,Michigan,Small Metro,4.0,115.0,1187213.0,9.8,0,"[4.0, 'Small Metro']"
2004.0,Michigan,Micropolitan (non-metro),5.0,91.0,1136660.0,8.4,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Michigan,NonCore (non-metro),6.0,61.0,704750.0,9.8,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Minnesota,Large Central Metro,1.0,111.0,1619860.0,6.6,0,"[1.0, 'Large Central Metro']"
2004.0,Minnesota,Large Fringe Metro,2.0,57.0,1439265.0,3.8,0,"[2.0, 'Large Fringe Metro']"
2004.0,Minnesota,Medium Metro,3.0,15.0,233254.0,6.5,1,"[3.0, 'Medium Metro']"
2004.0,Minnesota,Small Metro,4.0,15.0,566238.0,2.8,1,"[4.0, 'Small Metro']"
2004.0,Minnesota,Micropolitan (non-metro),5.0,23.0,639568.0,3.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Minnesota,NonCore (non-metro),6.0,29.0,589528.0,5.6,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Mississippi,Large Fringe Metro,2.0,10.0,211453.0,4.7,1,"[2.0, 'Large Fringe Metro']"
2004.0,Mississippi,Medium Metro,3.0,97.0,921397.0,10.7,0,"[3.0, 'Medium Metro']"
2004.0,Mississippi,Small Metro,4.0,11.0,128966.0,9.7,1,"[4.0, 'Small Metro']"
2004.0,Mississippi,Micropolitan (non-metro),5.0,66.0,949849.0,7.6,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Mississippi,NonCore (non-metro),6.0,40.0,677345.0,6.3,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Missouri,Large Central Metro,1.0,127.0,989295.0,12.9,0,"[1.0, 'Large Central Metro']"
2004.0,Missouri,Large Fringe Metro,2.0,178.0,2177961.0,8.2,0,"[2.0, 'Large Fringe Metro']"
2004.0,Missouri,Medium Metro,3.0,58.0,417070.0,14.5,0,"[3.0, 'Medium Metro']"
2004.0,Missouri,Small Metro,4.0,49.0,650883.0,7.8,0,"[4.0, 'Small Metro']"
2004.0,Missouri,Micropolitan (non-metro),5.0,76.0,679791.0,12.2,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Missouri,NonCore (non-metro),6.0,60.0,832741.0,7.9,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Montana,Small Metro,4.0,36.0,327370.0,11.1,0,"[4.0, 'Small Metro']"
2004.0,Montana,Micropolitan (non-metro),5.0,23.0,260339.0,9.1,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Montana,NonCore (non-metro),6.0,39.0,342300.0,12.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Nebraska,Medium Metro,3.0,36.0,965093.0,3.8,0,"[3.0, 'Medium Metro']"
2004.0,Nebraska,NonCore (non-metro),6.0,10.0,357738.0,3.2,1,"[6.0, 'NonCore (non-metro)']"
2004.0,Nevada,Large Central Metro,1.0,285.0,1662773.0,17.0,0,"[1.0, 'Large Central Metro']"
2004.0,Nevada,Medium Metro,3.0,52.0,386308.0,13.0,0,"[3.0, 'Medium Metro']"
2004.0,Nevada,Small Metro,4.0,13.0,55995.0,22.3,1,"[4.0, 'Small Metro']"
2004.0,Nevada,Micropolitan (non-metro),5.0,26.0,210647.0,12.5,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,New Hampshire,Large Fringe Metro,2.0,43.0,407029.0,10.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,New Hampshire,Medium Metro,3.0,36.0,394428.0,8.9,0,"[3.0, 'Medium Metro']"
2004.0,New Hampshire,Micropolitan (non-metro),5.0,41.0,442168.0,9.5,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,New Jersey,Large Central Metro,1.0,132.0,1932828.0,6.8,0,"[1.0, 'Large Central Metro']"
2004.0,New Jersey,Large Fringe Metro,2.0,364.0,5713952.0,6.4,0,"[2.0, 'Large Fringe Metro']"
2004.0,New Jersey,Medium Metro,3.0,72.0,737462.0,9.7,0,"[3.0, 'Medium Metro']"
2004.0,New Jersey,Small Metro,4.0,22.0,250319.0,8.6,0,"[4.0, 'Small Metro']"
2004.0,New Mexico,Medium Metro,3.0,155.0,789237.0,19.4,0,"[3.0, 'Medium Metro']"
2004.0,New Mexico,Small Metro,4.0,50.0,444509.0,11.6,0,"[4.0, 'Small Metro']"
2004.0,New Mexico,Micropolitan (non-metro),5.0,94.0,570856.0,17.9,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,New Mexico,NonCore (non-metro),6.0,15.0,99206.0,18.0,1,"[6.0, 'NonCore (non-metro)']"
2004.0,New York,Large Central Metro,1.0,704.0,9722774.0,7.2,0,"[1.0, 'Large Central Metro']"
2004.0,New York,Large Fringe Metro,2.0,60.0,5353615.0,1.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,New York,Medium Metro,3.0,34.0,1805519.0,1.9,0,"[3.0, 'Medium Metro']"
2004.0,New York,Small Metro,4.0,13.0,860538.0,1.5,1,"[4.0, 'Small Metro']"
2004.0,New York,Micropolitan (non-metro),5.0,11.0,1021210.0,1.1,1,"[5.0, 'Micropolitan (non-metro)']"
2004.0,North Carolina,Large Central Metro,1.0,82.0,1489285.0,5.2,0,"[1.0, 'Large Central Metro']"
2004.0,North Carolina,Large Fringe Metro,2.0,139.0,1052027.0,13.0,0,"[2.0, 'Large Fringe Metro']"
2004.0,North Carolina,Medium Metro,3.0,368.0,3107309.0,11.8,0,"[3.0, 'Medium Metro']"
2004.0,North Carolina,Small Metro,4.0,62.0,820272.0,7.8,0,"[4.0, 'Small Metro']"
2004.0,North Carolina,Micropolitan (non-metro),5.0,141.0,1465329.0,9.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,North Carolina,NonCore (non-metro),6.0,62.0,618930.0,10.5,0,"[6.0, 'NonCore (non-metro)']"
2004.0,North Dakota,Small Metro,4.0,10.0,304479.0,3.0,1,"[4.0, 'Small Metro']"
2004.0,Ohio,Large Central Metro,1.0,323.0,3263623.0,9.8,0,"[1.0, 'Large Central Metro']"
2004.0,Ohio,Large Fringe Metro,2.0,186.0,2213024.0,8.3,0,"[2.0, 'Large Fringe Metro']"
2004.0,Ohio,Medium Metro,3.0,385.0,3063416.0,12.6,0,"[3.0, 'Medium Metro']"
2004.0,Ohio,Small Metro,4.0,56.0,518315.0,11.1,0,"[4.0, 'Small Metro']"
2004.0,Ohio,Micropolitan (non-metro),5.0,158.0,1935683.0,8.4,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Ohio,NonCore (non-metro),6.0,28.0,458190.0,6.3,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Oklahoma,Large Central Metro,1.0,93.0,677742.0,14.0,0,"[1.0, 'Large Central Metro']"
2004.0,Oklahoma,Large Fringe Metro,2.0,50.0,467782.0,10.4,0,"[2.0, 'Large Fringe Metro']"
2004.0,Oklahoma,Medium Metro,3.0,167.0,967039.0,17.6,0,"[3.0, 'Medium Metro']"
2004.0,Oklahoma,Small Metro,4.0,10.0,122341.0,8.3,1,"[4.0, 'Small Metro']"
2004.0,Oklahoma,Micropolitan (non-metro),5.0,93.0,755845.0,13.5,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Oklahoma,NonCore (non-metro),6.0,63.0,534484.0,12.5,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Oregon,Large Central Metro,1.0,107.0,672526.0,15.0,0,"[1.0, 'Large Central Metro']"
2004.0,Oregon,Large Fringe Metro,2.0,70.0,971604.0,6.9,0,"[2.0, 'Large Fringe Metro']"
2004.0,Oregon,Medium Metro,3.0,67.0,696035.0,9.7,0,"[3.0, 'Medium Metro']"
2004.0,Oregon,Small Metro,4.0,56.0,592618.0,9.9,0,"[4.0, 'Small Metro']"
2004.0,Oregon,Micropolitan (non-metro),5.0,53.0,541072.0,9.6,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Oregon,NonCore (non-metro),6.0,12.0,95608.0,13.3,1,"[6.0, 'NonCore (non-metro)']"
2004.0,Pennsylvania,Large Central Metro,1.0,525.0,2740413.0,19.6,0,"[1.0, 'Large Central Metro']"
2004.0,Pennsylvania,Large Fringe Metro,2.0,379.0,3598535.0,10.8,0,"[2.0, 'Large Fringe Metro']"
2004.0,Pennsylvania,Medium Metro,3.0,362.0,3425368.0,10.8,0,"[3.0, 'Medium Metro']"
2004.0,Pennsylvania,Small Metro,4.0,111.0,1136607.0,9.9,0,"[4.0, 'Small Metro']"
2004.0,Pennsylvania,Micropolitan (non-metro),5.0,131.0,1092155.0,12.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Pennsylvania,NonCore (non-metro),6.0,36.0,417644.0,9.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Rhode Island,Large Central Metro,1.0,62.0,638358.0,9.9,0,"[1.0, 'Large Central Metro']"
2004.0,Rhode Island,Large Fringe Metro,2.0,44.0,436221.0,9.9,0,"[2.0, 'Large Fringe Metro']"
2004.0,South Carolina,Large Fringe Metro,2.0,18.0,280551.0,6.5,1,"[2.0, 'Large Fringe Metro']"
2004.0,South Carolina,Medium Metro,3.0,265.0,2716614.0,9.6,0,"[3.0, 'Medium Metro']"
2004.0,South Carolina,Small Metro,4.0,24.0,461896.0,5.4,0,"[4.0, 'Small Metro']"
2004.0,South Carolina,Micropolitan (non-metro),5.0,34.0,432277.0,8.2,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,South Carolina,NonCore (non-metro),6.0,15.0,319583.0,4.7,1,"[6.0, 'NonCore (non-metro)']"
2004.0,South Dakota,Small Metro,4.0,21.0,340749.0,6.1,0,"[4.0, 'Small Metro']"
2004.0,South Dakota,NonCore (non-metro),6.0,13.0,216829.0,6.8,1,"[6.0, 'NonCore (non-metro)']"
2004.0,Tennessee,Large Central Metro,1.0,160.0,1492656.0,10.6,0,"[1.0, 'Large Central Metro']"
2004.0,Tennessee,Large Fringe Metro,2.0,92.0,983022.0,9.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Tennessee,Medium Metro,3.0,250.0,1487309.0,16.7,0,"[3.0, 'Medium Metro']"
2004.0,Tennessee,Small Metro,4.0,71.0,527081.0,13.6,0,"[4.0, 'Small Metro']"
2004.0,Tennessee,Micropolitan (non-metro),5.0,115.0,786630.0,14.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Tennessee,NonCore (non-metro),6.0,75.0,634111.0,12.4,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Texas,Large Central Metro,1.0,948.0,10444330.0,9.0,0,"[1.0, 'Large Central Metro']"
2004.0,Texas,Large Fringe Metro,2.0,263.0,3622265.0,7.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Texas,Medium Metro,3.0,255.0,3865063.0,7.1,0,"[3.0, 'Medium Metro']"
2004.0,Texas,Small Metro,4.0,130.0,1551616.0,9.0,0,"[4.0, 'Small Metro']"
2004.0,Texas,Micropolitan (non-metro),5.0,116.0,1541718.0,8.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Texas,NonCore (non-metro),6.0,101.0,1369031.0,8.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Utah,Large Central Metro,1.0,166.0,934140.0,18.7,0,"[1.0, 'Large Central Metro']"
2004.0,Utah,Medium Metro,3.0,123.0,947397.0,14.4,0,"[3.0, 'Medium Metro']"
2004.0,Utah,Small Metro,4.0,18.0,209061.0,10.6,1,"[4.0, 'Small Metro']"
2004.0,Utah,Micropolitan (non-metro),5.0,19.0,135863.0,13.8,1,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Utah,NonCore (non-metro),6.0,23.0,127225.0,21.9,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Vermont,Small Metro,4.0,13.0,205652.0,6.1,1,"[4.0, 'Small Metro']"
2004.0,Vermont,Micropolitan (non-metro),5.0,20.0,252297.0,8.5,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Vermont,NonCore (non-metro),6.0,17.0,161971.0,10.5,1,"[6.0, 'NonCore (non-metro)']"
2004.0,Virginia,Large Central Metro,1.0,99.0,1194874.0,8.1,0,"[1.0, 'Large Central Metro']"
2004.0,Virginia,Large Fringe Metro,2.0,206.0,3917047.0,5.1,0,"[2.0, 'Large Fringe Metro']"
2004.0,Virginia,Medium Metro,3.0,49.0,621150.0,8.0,0,"[3.0, 'Medium Metro']"
2004.0,Virginia,Small Metro,4.0,59.0,689913.0,8.6,0,"[4.0, 'Small Metro']"
2004.0,Virginia,Micropolitan (non-metro),5.0,52.0,284241.0,19.8,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Virginia,NonCore (non-metro),6.0,93.0,768350.0,13.1,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Washington,Large Central Metro,1.0,235.0,1775297.0,12.3,0,"[1.0, 'Large Central Metro']"
2004.0,Washington,Large Fringe Metro,2.0,220.0,1778837.0,12.0,0,"[2.0, 'Large Fringe Metro']"
2004.0,Washington,Medium Metro,3.0,165.0,1167333.0,13.9,0,"[3.0, 'Medium Metro']"
2004.0,Washington,Small Metro,4.0,97.0,797037.0,12.7,0,"[4.0, 'Small Metro']"
2004.0,Washington,Micropolitan (non-metro),5.0,84.0,514170.0,18.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Washington,NonCore (non-metro),6.0,10.0,145971.0,6.6,1,"[6.0, 'NonCore (non-metro)']"
2004.0,West Virginia,Medium Metro,3.0,53.0,301742.0,17.8,0,"[3.0, 'Medium Metro']"
2004.0,West Virginia,Small Metro,4.0,124.0,752214.0,16.7,0,"[4.0, 'Small Metro']"
2004.0,West Virginia,Micropolitan (non-metro),5.0,59.0,301218.0,21.0,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,West Virginia,NonCore (non-metro),6.0,91.0,414101.0,22.7,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Wisconsin,Large Central Metro,1.0,160.0,936914.0,17.7,0,"[1.0, 'Large Central Metro']"
2004.0,Wisconsin,Large Fringe Metro,2.0,45.0,856133.0,5.2,0,"[2.0, 'Large Fringe Metro']"
2004.0,Wisconsin,Medium Metro,3.0,67.0,904766.0,7.0,0,"[3.0, 'Medium Metro']"
2004.0,Wisconsin,Small Metro,4.0,91.0,1324660.0,6.9,0,"[4.0, 'Small Metro']"
2004.0,Wisconsin,Micropolitan (non-metro),5.0,43.0,763173.0,5.7,0,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Wisconsin,NonCore (non-metro),6.0,31.0,728380.0,4.2,0,"[6.0, 'NonCore (non-metro)']"
2004.0,Wyoming,Small Metro,4.0,16.0,154462.0,10.5,1,"[4.0, 'Small Metro']"
2004.0,Wyoming,Micropolitan (non-metro),5.0,18.0,210775.0,8.2,1,"[5.0, 'Micropolitan (non-metro)']"
2004.0,Wyoming,NonCore (non-metro),6.0,12.0,143869.0,8.1,1,"[6.0, 'NonCore (non-metro)']"
2005.0,Alabama,Large Central Metro,1.0,51.0,654919.0,7.9,0,"[1.0, 'Large Central Metro']"
2005.0,Alabama,Large Fringe Metro,2.0,35.0,431399.0,8.3,0,"[2.0, 'Large Fringe Metro']"
2005.0,Alabama,Medium Metro,3.0,58.0,1180109.0,4.9,0,"[3.0, 'Medium Metro']"
2005.0,Alabama,Small Metro,4.0,86.0,1147271.0,7.8,0,"[4.0, 'Small Metro']"
2005.0,Alabama,Micropolitan (non-metro),5.0,28.0,516692.0,5.8,0,"[5.0, 'Micropolitan (non-metro)']"
2005.0,Alabama,NonCore (non-metro),6.0,25.0,639415.0,4.2,0,"[6.0, 'NonCore (non-metro)']"
2005.0,Alaska,Medium Metro,3.0,47.0,350903.0,12.7,0,"[3.0, 'Medium Metro']"
2005.0,Alaska,Small Metro,4.0,12.0,90431.0,14.3,1,"[4.0, 'Small Metro']"
2005.0,Alaska,NonCore (non-metro),6.0,18.0,181304.0,9.2,1,"[6.0, 'NonCore (non-metro)']"
2005.0,Arizona,Large Central Metro,1.0,468.0,3538988.0,13.7,0,"[1.0, 'Large Central Metro']"
2005.0,Arizona,Large Fringe Metro,2.0,22.0,235708.0,9.4,0,"[2.0, 'Large Fringe Metro']"
2005.0,Arizona,Medium Metro,3.0,173.0,920298.0,19.6,0,"[3.0, 'Medium Metro']"
2005.0,Arizona,Small Metro,4.0,103.0,815824.0,13.7,0,"[4.0, 'Small Metro']"
2005.0,Arizona,Micropolitan (non-metro),5.0,14.0,231764.0,7.4,1,"[5.0, 'Micropolitan (non-metro)']"
2005.0,Arizona,NonCore (non-metro),6.0,14.0,96495.0,17.4,1,"[6.0, 'NonCore (non-metro)']"
2005.0,Arkansas,Medium Metro,3.0,135.0,1211258.0,11.2,0,"[3.0, 'Medium Metro']"
2005.0,Arkansas,Small Metro,4.0,32.0,363878.0,9.2,0,"[4.0, 'Small Metro']"
2005.0,Arkansas,Micropolitan (non-metro),5.0,59.0,563853.0,11.3,0,"[5.0, 'Micropolitan (non-metro)']"
2005.0,Arkansas,NonCore (non-metro),6.0,41.0,591864.0,7.8,0,"[6.0, 'NonCore (non-metro)']"
2005.0,California,Large Central Metro,1.0,1937.0,22837277.0,8.4,0,"[1.0, 'Large Central Metro']"
2005.0,California,Large Fringe Metro,2.0,356.0,4605902.0,7.7,0,"[2.0, 'Large Fringe Metro']"
2005.0,California,Medium Metro,3.0,648.0,6432251.0,10.5,0,"[3.0, 'Medium Metro']"
2005.0,California,Small Metro,4.0,119.0,1117370.0,10.9,0,"[4.0, 'Small Metro']"
2005.0,California,Micropolitan (non-metro),5.0,113.0,560698.0,19.1,0,"[5.0, 'Micropolitan (non-metro)']"
2005.0,California,NonCore (non-metro),6.0,41.0,274445.0,13.6,0,"[6.0, 'NonCore (non-metro)']"
2005.0,Colorado,Large Central Metro,1.0,140.0,551691.0,25.3,0,"[1.0, 'Large Central Metro']"
2005.0,Colorado,Large Fringe Metro,2.0,189.0,1781058.0,10.3,0,"[2.0, 'Large Fringe Metro']"
2005.0,Colorado,Medium Metro,3.0,162.0,1366014.0,11.5,0,"[3.0, 'Medium Metro']"
2005.0,Colorado,Small Metro,4.0,39.0,280019.0,13.9,0,"[4.0, 'Small Metro']"
2005.0,Colorado,Micropolitan (non-metro),5.0,45.0,352888.0,12.0,0,"[5.0, 'Micropolitan (non-metro)']"
2005.0,Colorado,NonCore (non-metro),6.0,33.0,300218.0,11.1,0,"[6.0, 'NonCore (non-metro)']"
2005.0,Connecticut,Large Central Metro,1.0,83.0,878081.0,9.5,0,"[1.0, 'Large Central Metro']"
2005.0,Connecticut,Large Fringe Metro,2.0,19.0,309848.0,5.8,1,"[2.0, 'Large Fringe Metro']"
2005.0,Connecticut,Medium Metro,3.0,180.0,2130115.0,8.5,0,"[3.0, 'Medium Metro']"
2005.0,Connecticut,Micropolitan (non-metro),5.0,13.0,188912.0,6.4,1,"[5.0, 'Micropolitan (non-metro)']"
2005.0,Delaware,Large Fringe Metro,2.0,47.0,523343.0,8.8,0,"[2.0, 'Large Fringe Metro']"
2005.0,Delaware,Medium Metro,3.0,10.0,177222.0,6.2,1,"[3.0, 'Medium Metro']"
2005.0,District of Columbia,Large Central Metro,1.0,77.0,567136.0,13.6,0,"[1.0, 'Large Central Metro']"
2005.0,Florida,Large Central Metro,1.0,667.0,6340781.0,10.3,0,"[1.0, 'Large Central Metro']"
2005.0,Florida,Large Fringe Metro,2.0,759.0,4926813.0,15.8,0,"[2.0, 'Large Fringe Metro']"
2005.0,Florida,Medium Metro,3.0,737.0,4898543.0,16.2,0,"[3.0, 'Medium Metro']"
