Year,State,2013 Urbanization,2013 Urbanization Code,Deaths,Population,Age Adjusted Rate,aar_unreliable,urb_code
2012.0,Minnesota,Large Central Metro,1.0,201.0,1705905.0,11.4,0,"[1.0, 'Large Central Metro']"
2012.0,Minnesota,Large Fringe Metro,2.0,132.0,1591413.0,8.2,0,"[2.0, 'Large Fringe Metro']"
2012.0,Minnesota,Medium Metro,3.0,28.0,235707.0,11.4,0,"[3.0, 'Medium Metro']"
2012.0,Minnesota,Small Metro,4.0,43.0,608678.0,7.8,0,"[4.0, 'Small Metro']"
2012.0,Minnesota,Micropolitan (non-metro),5.0,47.0,657106.0,7.7,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Minnesota,NonCore (non-metro),6.0,31.0,581634.0,5.6,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Mississippi,Large Fringe Metro,2.0,22.0,250526.0,9.1,0,"[2.0, 'Large Fringe Metro']"
2012.0,Mississippi,Medium Metro,3.0,115.0,955801.0,11.8,0,"[3.0, 'Medium Metro']"
2012.0,Mississippi,Small Metro,4.0,16.0,146665.0,12.0,1,"[4.0, 'Small Metro']"
2012.0,Mississippi,Micropolitan (non-metro),5.0,96.0,961409.0,10.7,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Mississippi,NonCore (non-metro),6.0,61.0,671259.0,9.4,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Missouri,Large Central Metro,1.0,178.0,996641.0,17.2,0,"[1.0, 'Large Central Metro']"
2012.0,Missouri,Large Fringe Metro,2.0,357.0,2299990.0,15.7,0,"[2.0, 'Large Fringe Metro']"
2012.0,Missouri,Medium Metro,3.0,75.0,467560.0,16.9,0,"[3.0, 'Medium Metro']"
2012.0,Missouri,Small Metro,4.0,70.0,703187.0,10.6,0,"[4.0, 'Small Metro']"
2012.0,Missouri,Micropolitan (non-metro),5.0,134.0,719829.0,20.7,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Missouri,NonCore (non-metro),6.0,128.0,838261.0,17.4,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Montana,Small Metro,4.0,50.0,355727.0,13.8,0,"[4.0, 'Small Metro']"
2012.0,Montana,Micropolitan (non-metro),5.0,30.0,294939.0,9.9,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Montana,NonCore (non-metro),6.0,38.0,354491.0,11.8,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Nebraska,Medium Metro,3.0,101.0,1074309.0,9.4,0,"[3.0, 'Medium Metro']"
2012.0,Nebraska,Micropolitan (non-metro),5.0,19.0,327325.0,6.3,1,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Nebraska,NonCore (non-metro),6.0,20.0,344175.0,6.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Nevada,Large Central Metro,1.0,424.0,1998204.0,20.4,0,"[1.0, 'Large Central Metro']"
2012.0,Nevada,Medium Metro,3.0,108.0,433087.0,23.2,0,"[3.0, 'Medium Metro']"
2012.0,Nevada,Micropolitan (non-metro),5.0,55.0,235528.0,23.2,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,New Hampshire,Large Fringe Metro,2.0,55.0,422461.0,13.2,0,"[2.0, 'Large Fringe Metro']"
2012.0,New Hampshire,Medium Metro,3.0,61.0,402641.0,15.4,0,"[3.0, 'Medium Metro']"
2012.0,New Hampshire,Micropolitan (non-metro),5.0,51.0,448627.0,11.9,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,New Jersey,Large Central Metro,1.0,207.0,1989387.0,10.0,0,"[1.0, 'Large Central Metro']"
2012.0,New Jersey,Large Fringe Metro,2.0,843.0,5878910.0,14.7,0,"[2.0, 'Large Fringe Metro']"
2012.0,New Jersey,Medium Metro,3.0,120.0,752472.0,16.1,0,"[3.0, 'Medium Metro']"
2012.0,New Jersey,Small Metro,4.0,52.0,254124.0,21.0,0,"[4.0, 'Small Metro']"
2012.0,New Mexico,Medium Metro,3.0,235.0,901103.0,26.1,0,"[3.0, 'Medium Metro']"
2012.0,New Mexico,Small Metro,4.0,104.0,489113.0,22.5,0,"[4.0, 'Small Metro']"
2012.0,New Mexico,Micropolitan (non-metro),5.0,130.0,598156.0,24.0,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,New Mexico,NonCore (non-metro),6.0,23.0,96420.0,27.6,0,"[6.0, 'NonCore (non-metro)']"
2012.0,New York,Large Central Metro,1.0,951.0,10034289.0,9.1,0,"[1.0, 'Large Central Metro']"
2012.0,New York,Large Fringe Metro,2.0,746.0,5450387.0,13.8,0,"[2.0, 'Large Fringe Metro']"
2012.0,New York,Medium Metro,3.0,166.0,1835624.0,8.9,0,"[3.0, 'Medium Metro']"
2012.0,New York,Small Metro,4.0,103.0,872640.0,12.0,0,"[4.0, 'Small Metro']"
2012.0,New York,Micropolitan (non-metro),5.0,93.0,1011481.0,9.5,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,New York,NonCore (non-metro),6.0,47.0,402560.0,11.6,0,"[6.0, 'NonCore (non-metro)']"
2012.0,North Carolina,Large Central Metro,1.0,148.0,1921004.0,7.4,0,"[1.0, 'Large Central Metro']"
2012.0,North Carolina,Large Fringe Metro,2.0,186.0,1252836.0,14.7,0,"[2.0, 'Large Fringe Metro']"
2012.0,North Carolina,Medium Metro,3.0,505.0,3453195.0,14.6,0,"[3.0, 'Medium Metro']"
2012.0,North Carolina,Small Metro,4.0,110.0,914658.0,12.9,0,"[4.0, 'Small Metro']"
2012.0,North Carolina,Micropolitan (non-metro),5.0,250.0,1564974.0,17.0,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,North Carolina,NonCore (non-metro),6.0,99.0,640354.0,16.1,0,"[6.0, 'NonCore (non-metro)']"
2012.0,North Dakota,Small Metro,4.0,11.0,345265.0,3.6,1,"[4.0, 'Small Metro']"
2012.0,Ohio,Large Central Metro,1.0,660.0,3265804.0,20.1,0,"[1.0, 'Large Central Metro']"
2012.0,Ohio,Large Fringe Metro,2.0,455.0,2379477.0,19.8,0,"[2.0, 'Large Fringe Metro']"
2012.0,Ohio,Medium Metro,3.0,598.0,3021956.0,20.4,0,"[3.0, 'Medium Metro']"
2012.0,Ohio,Small Metro,4.0,91.0,503098.0,19.7,0,"[4.0, 'Small Metro']"
2012.0,Ohio,Micropolitan (non-metro),5.0,274.0,1926648.0,15.4,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Ohio,NonCore (non-metro),6.0,47.0,454800.0,11.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Oklahoma,Large Central Metro,1.0,179.0,742726.0,24.6,0,"[1.0, 'Large Central Metro']"
2012.0,Oklahoma,Large Fringe Metro,2.0,108.0,555392.0,19.4,0,"[2.0, 'Large Fringe Metro']"
2012.0,Oklahoma,Medium Metro,3.0,193.0,1044651.0,18.4,0,"[3.0, 'Medium Metro']"
2012.0,Oklahoma,Small Metro,4.0,11.0,132754.0,9.1,1,"[4.0, 'Small Metro']"
2012.0,Oklahoma,Micropolitan (non-metro),5.0,161.0,798295.0,21.3,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Oklahoma,NonCore (non-metro),6.0,119.0,543861.0,22.2,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Oregon,Large Central Metro,1.0,125.0,759181.0,15.4,0,"[1.0, 'Large Central Metro']"
2012.0,Oregon,Large Fringe Metro,2.0,109.0,1081288.0,9.8,0,"[2.0, 'Large Fringe Metro']"
2012.0,Oregon,Medium Metro,3.0,90.0,750841.0,12.6,0,"[3.0, 'Medium Metro']"
2012.0,Oregon,Small Metro,4.0,93.0,655676.0,14.2,0,"[4.0, 'Small Metro']"
2012.0,Oregon,Micropolitan (non-metro),5.0,63.0,555076.0,11.4,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Oregon,NonCore (non-metro),6.0,10.0,97382.0,12.3,1,"[6.0, 'NonCore (non-metro)']"
2012.0,Pennsylvania,Large Central Metro,1.0,740.0,2781465.0,26.4,0,"[1.0, 'Large Central Metro']"
2012.0,Pennsylvania,Large Fringe Metro,2.0,694.0,3690923.0,19.2,0,"[2.0, 'Large Fringe Metro']"
2012.0,Pennsylvania,Medium Metro,3.0,561.0,3613940.0,16.3,0,"[3.0, 'Medium Metro']"
2012.0,Pennsylvania,Small Metro,4.0,141.0,1184400.0,12.6,0,"[4.0, 'Small Metro']"
2012.0,Pennsylvania,Micropolitan (non-metro),5.0,166.0,1085254.0,16.1,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Pennsylvania,NonCore (non-metro),6.0,63.0,416807.0,16.0,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Rhode Island,Large Central Metro,1.0,120.0,629199.0,18.7,0,"[1.0, 'Large Central Metro']"
2012.0,Rhode Island,Large Fringe Metro,2.0,76.0,423194.0,18.3,0,"[2.0, 'Large Fringe Metro']"
2012.0,South Carolina,Large Fringe Metro,2.0,49.0,346387.0,14.5,0,"[2.0, 'Large Fringe Metro']"
2012.0,South Carolina,Medium Metro,3.0,425.0,3111214.0,13.5,0,"[3.0, 'Medium Metro']"
2012.0,South Carolina,Small Metro,4.0,37.0,507593.0,7.6,0,"[4.0, 'Small Metro']"
2012.0,South Carolina,Micropolitan (non-metro),5.0,56.0,442625.0,13.0,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,South Carolina,NonCore (non-metro),6.0,20.0,313522.0,6.4,0,"[6.0, 'NonCore (non-metro)']"
2012.0,South Dakota,Small Metro,4.0,22.0,391362.0,5.5,0,"[4.0, 'Small Metro']"
2012.0,South Dakota,NonCore (non-metro),6.0,11.0,217188.0,6.7,1,"[6.0, 'NonCore (non-metro)']"
2012.0,Tennessee,Large Central Metro,1.0,241.0,1588990.0,14.7,0,"[1.0, 'Large Central Metro']"
2012.0,Tennessee,Large Fringe Metro,2.0,151.0,1178429.0,12.6,0,"[2.0, 'Large Fringe Metro']"
2012.0,Tennessee,Medium Metro,3.0,331.0,1634750.0,20.8,0,"[3.0, 'Medium Metro']"
2012.0,Tennessee,Small Metro,4.0,101.0,563654.0,18.4,0,"[4.0, 'Small Metro']"
2012.0,Tennessee,Micropolitan (non-metro),5.0,180.0,840536.0,22.9,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Tennessee,NonCore (non-metro),6.0,127.0,649110.0,20.8,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Texas,Large Central Metro,1.0,1242.0,12325261.0,9.9,0,"[1.0, 'Large Central Metro']"
2012.0,Texas,Large Fringe Metro,2.0,388.0,4644162.0,8.3,0,"[2.0, 'Large Fringe Metro']"
2012.0,Texas,Medium Metro,3.0,375.0,4392681.0,9.0,0,"[3.0, 'Medium Metro']"
2012.0,Texas,Small Metro,4.0,164.0,1707614.0,10.2,0,"[4.0, 'Small Metro']"
2012.0,Texas,Micropolitan (non-metro),5.0,142.0,1617061.0,9.6,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Texas,NonCore (non-metro),6.0,136.0,1402962.0,10.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Utah,Large Central Metro,1.0,248.0,1064745.0,24.5,0,"[1.0, 'Large Central Metro']"
2012.0,Utah,Large Fringe Metro,2.0,11.0,59864.0,18.6,1,"[2.0, 'Large Fringe Metro']"
2012.0,Utah,Medium Metro,3.0,223.0,1163273.0,21.7,0,"[3.0, 'Medium Metro']"
2012.0,Utah,Small Metro,4.0,53.0,260565.0,24.3,0,"[4.0, 'Small Metro']"
2012.0,Utah,Micropolitan (non-metro),5.0,32.0,165961.0,20.3,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Utah,NonCore (non-metro),6.0,34.0,141935.0,25.6,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Vermont,Small Metro,4.0,24.0,213968.0,10.2,0,"[4.0, 'Small Metro']"
2012.0,Vermont,Micropolitan (non-metro),5.0,25.0,248367.0,10.4,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Vermont,NonCore (non-metro),6.0,21.0,164063.0,13.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Virginia,Large Central Metro,1.0,113.0,1271535.0,8.5,0,"[1.0, 'Large Central Metro']"
2012.0,Virginia,Large Fringe Metro,2.0,305.0,4437758.0,6.8,0,"[2.0, 'Large Fringe Metro']"
2012.0,Virginia,Medium Metro,3.0,79.0,662252.0,12.6,0,"[3.0, 'Medium Metro']"
2012.0,Virginia,Small Metro,4.0,69.0,757040.0,9.9,0,"[4.0, 'Small Metro']"
2012.0,Virginia,Micropolitan (non-metro),5.0,65.0,277135.0,26.8,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Virginia,NonCore (non-metro),6.0,102.0,787654.0,14.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Washington,Large Central Metro,1.0,261.0,2009200.0,12.0,0,"[1.0, 'Large Central Metro']"
2012.0,Washington,Large Fringe Metro,2.0,317.0,1993212.0,15.3,0,"[2.0, 'Large Fringe Metro']"
2012.0,Washington,Medium Metro,3.0,177.0,1314399.0,13.3,0,"[3.0, 'Medium Metro']"
2012.0,Washington,Small Metro,4.0,119.0,870033.0,14.1,0,"[4.0, 'Small Metro']"
2012.0,Washington,Micropolitan (non-metro),5.0,89.0,557998.0,17.0,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Washington,NonCore (non-metro),6.0,22.0,152450.0,14.1,0,"[6.0, 'NonCore (non-metro)']"
2012.0,West Virginia,Large Fringe Metro,2.0,10.0,54543.0,18.6,1,"[2.0, 'Large Fringe Metro']"
2012.0,West Virginia,Medium Metro,3.0,84.0,323824.0,27.0,0,"[3.0, 'Medium Metro']"
2012.0,West Virginia,Small Metro,4.0,240.0,760020.0,33.5,0,"[4.0, 'Small Metro']"
2012.0,West Virginia,Micropolitan (non-metro),5.0,90.0,306509.0,31.1,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,West Virginia,NonCore (non-metro),6.0,134.0,411387.0,35.8,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Wisconsin,Large Central Metro,1.0,181.0,955063.0,19.1,0,"[1.0, 'Large Central Metro']"
2012.0,Wisconsin,Large Fringe Metro,2.0,111.0,905842.0,12.6,0,"[2.0, 'Large Fringe Metro']"
2012.0,Wisconsin,Medium Metro,3.0,120.0,975575.0,12.0,0,"[3.0, 'Medium Metro']"
2012.0,Wisconsin,Small Metro,4.0,143.0,1384451.0,10.7,0,"[4.0, 'Small Metro']"
2012.0,Wisconsin,Micropolitan (non-metro),5.0,82.0,779582.0,11.1,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Wisconsin,NonCore (non-metro),6.0,55.0,725909.0,8.3,0,"[6.0, 'NonCore (non-metro)']"
2012.0,Wyoming,Small Metro,4.0,40.0,173593.0,23.0,0,"[4.0, 'Small Metro']"
2012.0,Wyoming,Micropolitan (non-metro),5.0,38.0,243790.0,15.8,0,"[5.0, 'Micropolitan (non-metro)']"
2012.0,Wyoming,NonCore (non-metro),6.0,20.0,159697.0,11.8,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Alabama,Large Central Metro,1.0,96.0,658913.0,14.9,0,"[1.0, 'Large Central Metro']"
2013.0,Alabama,Large Fringe Metro,2.0,99.0,480105.0,21.0,0,"[2.0, 'Large Fringe Metro']"
2013.0,Alabama,Medium Metro,3.0,111.0,1282854.0,8.6,0,"[3.0, 'Medium Metro']"
2013.0,Alabama,Small Metro,4.0,142.0,1250344.0,11.8,0,"[4.0, 'Small Metro']"
2013.0,Alabama,Micropolitan (non-metro),5.0,71.0,530819.0,14.1,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Alabama,NonCore (non-metro),6.0,79.0,627498.0,12.9,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Alaska,Medium Metro,3.0,61.0,397414.0,14.9,0,"[3.0, 'Medium Metro']"
2013.0,Alaska,Small Metro,4.0,12.0,101007.0,12.4,1,"[4.0, 'Small Metro']"
2013.0,Alaska,NonCore (non-metro),6.0,23.0,192703.0,13.4,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Arizona,Large Central Metro,1.0,705.0,4015328.0,17.5,0,"[1.0, 'Large Central Metro']"
2013.0,Arizona,Large Fringe Metro,2.0,52.0,385360.0,14.4,0,"[2.0, 'Large Fringe Metro']"
2013.0,Arizona,Medium Metro,3.0,215.0,997418.0,22.8,0,"[3.0, 'Medium Metro']"
2013.0,Arizona,Small Metro,4.0,193.0,886500.0,23.0,0,"[4.0, 'Small Metro']"
2013.0,Arizona,Micropolitan (non-metro),5.0,52.0,244955.0,23.5,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Arkansas,Medium Metro,3.0,154.0,1382835.0,11.0,0,"[3.0, 'Medium Metro']"
2013.0,Arkansas,Small Metro,4.0,44.0,374724.0,11.8,0,"[4.0, 'Small Metro']"
2013.0,Arkansas,Micropolitan (non-metro),5.0,51.0,572931.0,9.6,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Arkansas,NonCore (non-metro),6.0,65.0,577729.0,12.7,0,"[6.0, 'NonCore (non-metro)']"
2013.0,California,Large Central Metro,1.0,2616.0,24442854.0,10.2,0,"[1.0, 'Large Central Metro']"
2013.0,California,Large Fringe Metro,2.0,474.0,5009120.0,9.0,0,"[2.0, 'Large Fringe Metro']"
2013.0,California,Medium Metro,3.0,932.0,6941019.0,13.4,0,"[3.0, 'Medium Metro']"
2013.0,California,Small Metro,4.0,220.0,1190384.0,18.8,0,"[4.0, 'Small Metro']"
2013.0,California,Micropolitan (non-metro),5.0,155.0,560879.0,25.3,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,California,NonCore (non-metro),6.0,55.0,269872.0,20.6,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Colorado,Large Central Metro,1.0,119.0,648411.0,17.9,0,"[1.0, 'Large Central Metro']"
2013.0,Colorado,Large Fringe Metro,2.0,315.0,2051675.0,14.8,0,"[2.0, 'Large Fringe Metro']"
2013.0,Colorado,Medium Metro,3.0,259.0,1576076.0,16.4,0,"[3.0, 'Medium Metro']"
2013.0,Colorado,Small Metro,4.0,65.0,308916.0,21.8,0,"[4.0, 'Small Metro']"
2013.0,Colorado,Micropolitan (non-metro),5.0,51.0,382709.0,12.8,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Colorado,NonCore (non-metro),6.0,37.0,303345.0,12.8,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Connecticut,Large Central Metro,1.0,152.0,897926.0,16.5,0,"[1.0, 'Large Central Metro']"
2013.0,Connecticut,Large Fringe Metro,2.0,34.0,317023.0,11.0,0,"[2.0, 'Large Fringe Metro']"
2013.0,Connecticut,Medium Metro,3.0,357.0,2195610.0,16.1,0,"[3.0, 'Medium Metro']"
2013.0,Connecticut,Micropolitan (non-metro),5.0,39.0,186609.0,21.0,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Delaware,Large Fringe Metro,2.0,97.0,549529.0,17.6,0,"[2.0, 'Large Fringe Metro']"
2013.0,Delaware,Medium Metro,3.0,36.0,206439.0,21.3,0,"[3.0, 'Medium Metro']"
2013.0,Delaware,Small Metro,4.0,33.0,169385.0,20.4,0,"[4.0, 'Small Metro']"
2013.0,District of Columbia,Large Central Metro,1.0,102.0,649540.0,14.9,0,"[1.0, 'Large Central Metro']"
2013.0,Florida,Large Central Metro,1.0,731.0,6980843.0,10.0,0,"[1.0, 'Large Central Metro']"
2013.0,Florida,Large Fringe Metro,2.0,781.0,5422645.0,14.2,0,"[2.0, 'Large Fringe Metro']"
2013.0,Florida,Medium Metro,3.0,746.0,5393767.0,14.5,0,"[3.0, 'Medium Metro']"
2013.0,Florida,Small Metro,4.0,117.0,1095445.0,11.8,0,"[4.0, 'Small Metro']"
2013.0,Florida,Micropolitan (non-metro),5.0,51.0,355039.0,14.8,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Florida,NonCore (non-metro),6.0,48.0,346728.0,13.6,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Georgia,Large Central Metro,1.0,124.0,984440.0,12.3,0,"[1.0, 'Large Central Metro']"
2013.0,Georgia,Large Fringe Metro,2.0,452.0,4539087.0,9.7,0,"[2.0, 'Large Fringe Metro']"
2013.0,Georgia,Medium Metro,3.0,115.0,1163439.0,10.1,0,"[3.0, 'Medium Metro']"
2013.0,Georgia,Small Metro,4.0,185.0,1535020.0,12.2,0,"[4.0, 'Small Metro']"
2013.0,Georgia,Micropolitan (non-metro),5.0,109.0,982747.0,11.3,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Georgia,NonCore (non-metro),6.0,113.0,786829.0,14.9,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Hawaii,Medium Metro,3.0,111.0,986802.0,11.0,0,"[3.0, 'Medium Metro']"
2013.0,Hawaii,Small Metro,4.0,20.0,161036.0,11.9,0,"[4.0, 'Small Metro']"
2013.0,Hawaii,Micropolitan (non-metro),5.0,27.0,260927.0,10.1,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Idaho,Medium Metro,3.0,81.0,650097.0,12.3,0,"[3.0, 'Medium Metro']"
2013.0,Idaho,Small Metro,4.0,71.0,417522.0,18.8,0,"[4.0, 'Small Metro']"
2013.0,Idaho,Micropolitan (non-metro),5.0,44.0,407876.0,11.6,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Idaho,NonCore (non-metro),6.0,11.0,137290.0,9.3,1,"[6.0, 'NonCore (non-metro)']"
2013.0,Illinois,Large Central Metro,1.0,628.0,5246731.0,11.5,0,"[1.0, 'Large Central Metro']"
2013.0,Illinois,Large Fringe Metro,2.0,448.0,4122766.0,11.0,0,"[2.0, 'Large Fringe Metro']"
2013.0,Illinois,Medium Metro,3.0,161.0,940156.0,17.5,0,"[3.0, 'Medium Metro']"
2013.0,Illinois,Small Metro,4.0,130.0,1075468.0,12.7,0,"[4.0, 'Small Metro']"
2013.0,Illinois,Micropolitan (non-metro),5.0,121.0,889575.0,14.1,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Illinois,NonCore (non-metro),6.0,91.0,614884.0,15.1,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Indiana,Large Central Metro,1.0,206.0,928515.0,22.4,0,"[1.0, 'Large Central Metro']"
2013.0,Indiana,Large Fringe Metro,2.0,300.0,2072940.0,14.9,0,"[2.0, 'Large Fringe Metro']"
2013.0,Indiana,Medium Metro,3.0,147.0,959440.0,15.8,0,"[3.0, 'Medium Metro']"
2013.0,Indiana,Small Metro,4.0,184.0,1137088.0,16.4,0,"[4.0, 'Small Metro']"
2013.0,Indiana,Micropolitan (non-metro),5.0,150.0,1009992.0,15.7,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Indiana,NonCore (non-metro),6.0,77.0,462543.0,17.9,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Iowa,Medium Metro,3.0,142.0,1155225.0,12.3,0,"[3.0, 'Medium Metro']"
2013.0,Iowa,Small Metro,4.0,53.0,648292.0,9.0,0,"[4.0, 'Small Metro']"
2013.0,Iowa,Micropolitan (non-metro),5.0,32.0,497402.0,6.7,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Iowa,NonCore (non-metro),6.0,48.0,791305.0,7.1,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Kansas,Large Fringe Metro,2.0,79.0,848519.0,9.3,0,"[2.0, 'Large Fringe Metro']"
2013.0,Kansas,Medium Metro,3.0,96.0,638643.0,15.6,0,"[3.0, 'Medium Metro']"
2013.0,Kansas,Small Metro,4.0,35.0,454651.0,8.5,0,"[4.0, 'Small Metro']"
2013.0,Kansas,Micropolitan (non-metro),5.0,67.0,555158.0,13.3,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Kansas,NonCore (non-metro),6.0,54.0,397659.0,15.6,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Kentucky,Large Central Metro,1.0,185.0,757516.0,24.4,0,"[1.0, 'Large Central Metro']"
2013.0,Kentucky,Large Fringe Metro,2.0,175.0,661170.0,26.3,0,"[2.0, 'Large Fringe Metro']"
2013.0,Kentucky,Medium Metro,3.0,135.0,710202.0,19.5,0,"[3.0, 'Medium Metro']"
2013.0,Kentucky,Small Metro,4.0,68.0,432003.0,15.6,0,"[4.0, 'Small Metro']"
2013.0,Kentucky,Micropolitan (non-metro),5.0,192.0,843249.0,23.8,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Kentucky,NonCore (non-metro),6.0,264.0,994360.0,27.5,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Louisiana,Large Central Metro,1.0,116.0,378921.0,28.7,0,"[1.0, 'Large Central Metro']"
2013.0,Louisiana,Large Fringe Metro,2.0,240.0,862587.0,28.1,0,"[2.0, 'Large Fringe Metro']"
2013.0,Louisiana,Medium Metro,3.0,243.0,1746741.0,14.3,0,"[3.0, 'Medium Metro']"
2013.0,Louisiana,Small Metro,4.0,124.0,870757.0,15.0,0,"[4.0, 'Small Metro']"
2013.0,Louisiana,Micropolitan (non-metro),5.0,40.0,406560.0,10.2,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Louisiana,NonCore (non-metro),6.0,46.0,361925.0,12.9,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Maine,Medium Metro,3.0,77.0,520290.0,14.4,0,"[3.0, 'Medium Metro']"
2013.0,Maine,Small Metro,4.0,30.0,260892.0,11.8,0,"[4.0, 'Small Metro']"
2013.0,Maine,Micropolitan (non-metro),5.0,19.0,121114.0,15.9,1,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Maine,NonCore (non-metro),6.0,48.0,426482.0,12.0,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Maryland,Large Central Metro,1.0,205.0,623215.0,31.0,0,"[1.0, 'Large Central Metro']"
2013.0,Maryland,Large Fringe Metro,2.0,572.0,4648818.0,12.1,0,"[2.0, 'Large Fringe Metro']"
2013.0,Maryland,Medium Metro,3.0,59.0,327970.0,19.1,0,"[3.0, 'Medium Metro']"
2013.0,Maryland,Small Metro,4.0,28.0,183147.0,15.7,0,"[4.0, 'Small Metro']"
2013.0,Maryland,Micropolitan (non-metro),5.0,12.0,70487.0,20.3,1,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Maryland,NonCore (non-metro),6.0,16.0,82403.0,20.3,1,"[6.0, 'NonCore (non-metro)']"
2013.0,Massachusetts,Large Central Metro,1.0,128.0,760364.0,17.4,0,"[1.0, 'Large Central Metro']"
2013.0,Massachusetts,Large Fringe Metro,2.0,614.0,4066694.0,15.1,0,"[2.0, 'Large Fringe Metro']"
2013.0,Massachusetts,Medium Metro,3.0,256.0,1438926.0,18.3,0,"[3.0, 'Medium Metro']"
2013.0,Massachusetts,Small Metro,4.0,70.0,344030.0,22.5,0,"[4.0, 'Small Metro']"
2013.0,Massachusetts,Micropolitan (non-metro),5.0,13.0,88235.0,14.7,1,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Michigan,Large Central Metro,1.0,456.0,2398934.0,19.1,0,"[1.0, 'Large Central Metro']"
2013.0,Michigan,Large Fringe Metro,2.0,462.0,2916438.0,15.6,0,"[2.0, 'Large Fringe Metro']"
2013.0,Michigan,Medium Metro,3.0,250.0,1622398.0,15.5,0,"[3.0, 'Medium Metro']"
2013.0,Michigan,Small Metro,4.0,190.0,1159769.0,17.1,0,"[4.0, 'Small Metro']"
2013.0,Michigan,Micropolitan (non-metro),5.0,113.0,1134122.0,10.3,0,"[5.0, 'Micropolitan (non-metro)']"
2013.0,Michigan,NonCore (non-metro),6.0,82.0,668845.0,14.0,0,"[6.0, 'NonCore (non-metro)']"
2013.0,Minnesota,Large Central Metro,1.0,210.0,1727637.0,11.4,0,"[1.0, 'Large Central Metro']"
